,District,Neighborhood,Grid Latitude,Grid Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
121,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Gimme Gelato,52.512006,13.29415,Ice Cream Shop
122,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Lotus,52.506851419144446,13.300907989008453,Indian Restaurant
123,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Lamazère,52.50503796880791,13.300587213632856,French Restaurant
124,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Insonne,52.505605,13.299947,Café
125,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Focaccino,52.505348,13.301255,Italian Restaurant
126,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Aux Délices Normands,52.506650525238435,13.291369435155955,Bakery
127,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Lietzenseepark,52.50519871279926,13.286676406860352,Park
128,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,XL Döner Sophie,52.511749315386886,13.297073495511606,Doner Restaurant
129,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Ringhotel Seehof Berlin,52.506933492118385,13.289182771862976,Hotel
130,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Samakki Talad Thai,52.508965,13.30171,Thai Restaurant
131,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Galander -Charlottenburg-,52.505336390251884,13.301601535489002,Cocktail Bar
132,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,Giro d' Espresso,52.51317125347748,13.289603134059815,Café
133,Charlottenburg-Wilmersdorf,Charlottenburg,52.50852332707869,13.294650463321634,"Trattoria Bar ""da Peppino""",52.51167798321832,13.293247854660219,Trattoria/Osteria
