,ZIP,Latitude,Longitude,Area
0,10115,52.53196650218442,13.383747300090633,2.3070980510421926
1,10117,52.51748028307446,13.387817623322317,3.4410654115567283
2,10119,52.53012398530497,13.405503786661203,0.9754437558123126
3,10178,52.5202939637052,13.404316630473476,1.8586717989094077
4,10179,52.51381509269123,13.415302862241422,2.199530375969004
5,10243,52.5119674619765,13.437130772523659,2.8531265736184857
6,10245,52.5002819997425,13.458049202047018,3.405813687543201
7,10247,52.51591905994625,13.465504619343779,1.7961937727460826
8,10249,52.523187276507215,13.441508663523354,2.2792668077293285
9,10315,52.51685799724518,13.516403280857105,3.4451803996402366
10,10317,52.49849179639421,13.483952733846017,4.203915380546218
11,10318,52.48311907372256,13.526244458942259,6.69862728031519
12,10319,52.500572470494824,13.527168044240938,3.450313867860101
13,10365,52.520607032988075,13.496522263733254,5.017908034899566
14,10367,52.523850947176996,13.482537701053403,1.7211185364552797
15,10369,52.53154157640202,13.469848405767406,1.5528168642910527
16,10405,52.53554843081457,13.425763297286528,1.8881502778612909
17,10407,52.5342098330089,13.449521137932983,2.800580516866871
18,10409,52.544058275436115,13.441898052929782,1.7343727502192416
19,10435,52.53723798689336,13.4103805612468,0.8643018886932403
20,10437,52.54620090298202,13.410957457287079,1.474855980600626
21,10439,52.551611094788996,13.40801212223914,1.6877820197612192
22,10551,52.53091040012086,13.33644304105842,1.0143395327086342
23,10553,52.5292617192339,13.321760070081979,1.6083488132695984
24,10555,52.52035123523991,13.335575280394938,0.9631658615294929
25,10557,52.52597117261221,13.363707060231178,3.7956736690289348
26,10559,52.529691615523475,13.349149928399656,1.2221410481292625
27,10585,52.516299722600415,13.305794953872812,0.7733187833429613
28,10587,52.5179147162103,13.3188444884264,1.4664890736679677
29,10589,52.52771118819124,13.305196624177551,1.819057216970276
30,10623,52.509083928396,13.325766075001752,1.1629063167833515
31,10625,52.50975849535829,13.314678761932512,0.6264442650070837
32,10627,52.50751219226886,13.303194184038176,0.7213866365056835
33,10629,52.50253914530114,13.30732736908794,0.6414026622802214
34,10707,52.49605790291086,13.313899610760238,0.8454939309380347
35,10709,52.49434047964566,13.302913421584787,0.9864407379105934
36,10711,52.49692851315586,13.289111164726428,1.0459115816174056
37,10713,52.48506006453141,13.312576019441963,1.2892254836936587
38,10715,52.48294578199374,13.328562157809209,1.1771264372203605
39,10717,52.491059374223425,13.328005778714601,0.829052766065601
40,10719,52.49827353520378,13.326005800905278,0.8758543064741681
41,10777,52.497751045156704,13.34347550496544,0.6881305842796372
42,10779,52.49177162277469,13.340555733625955,0.5159347092195856
43,10781,52.49356479740841,13.353032446180833,0.7122170384193364
44,10783,52.49627891257836,13.364798349941868,0.6359007762138911
45,10785,52.50498672670219,13.36278078859628,3.0538646482307272
46,10787,52.50687713859137,13.342444879277366,1.4392380461123067
47,10789,52.50213945160641,13.33802013274933,0.4459303988629351
48,10823,52.48653537622232,13.351008447914529,0.5028821733373111
49,10825,52.48426262081023,13.340762055047186,0.691319885670382
50,10827,52.48343342627258,13.352891221798656,0.8718678365053659
51,10829,52.47603023035664,13.356234759904057,2.6396545146925563
52,10961,52.492369136504905,13.396956973983809,1.4285748741703899
53,10963,52.50002119155498,13.381939419347736,1.4754711003939585
54,10965,52.48689701381572,13.386374411733408,3.1903456166688633
55,10967,52.49044935077463,13.416090754628382,1.1821498076746475
56,10969,52.502366848212745,13.402260991933435,1.971665051562593
57,10997,52.50135021011745,13.43306386726362,1.5789140202300007
58,10999,52.497380985617994,13.423409999304434,1.415462230956334
59,12043,52.4796405242904,13.43905047210287,0.7207683986259396
60,12045,52.48572866247662,13.436603104694711,0.6733164841542107
61,12047,52.490750639525686,13.430264955775828,0.5197797959975199
62,12049,52.47784326292846,13.422206146811078,1.1008557879812941
63,12051,52.46662767155326,13.429143693121645,1.5140217468427961
64,12053,52.47751012845116,13.43227837509306,0.8505592186870264
65,12055,52.47175048842412,13.44741334363084,0.8775834277933273
66,12057,52.47223546393909,13.464158219827485,3.169486192673588
67,12059,52.478802891709634,13.4515351916001,1.218140814085749
68,12099,52.46486076413538,13.4032649402697,6.334656069352859
69,12101,52.47856783053355,13.379993241873953,2.2900801088963325
70,12103,52.46353085593425,13.373169879678208,2.197453355969017
71,12105,52.448452624204876,13.37222716750836,3.366951515660814
72,12107,52.42931296490929,13.39663130505328,4.423332132898056
73,12109,52.44567145726543,13.399561361641425,2.9703047241508798
74,12157,52.465453907738976,13.345241929671532,2.0512128480360525
75,12159,52.47291161928537,13.336924137386585,0.9983990806090822
76,12161,52.47067693761515,13.326060869462278,0.9653754203670336
77,12163,52.46199578381538,13.317575315538297,1.3429268132033527
