,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Hagenplatz,52.48330680715881,13.266409635543823,Plaza
1,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Schlosshotel im Grunewald,52.480190968390076,13.274295187243435,Hotel
2,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Reinhards Landhaus,52.482858628321324,13.264800310134888,German Restaurant
3,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Wiener am Hagenplatz,52.483740318875434,13.267297958854265,Café
4,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Bosco Verde,52.482562493648395,13.266436064796624,Italian Restaurant
5,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Ristorante Capriccio,52.48384040705229,13.266961754096908,Italian Restaurant
6,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Europäische Akademie Berlin,52.484547676838204,13.269774477912257,Hotel
7,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,Hundekehlesee,52.482623409172774,13.258566856384276,Lake
8,Charlottenburg-Wilmersdorf,52.481136863814974,13.266256662001547,"Lawn Tennis Turnier Club ""Rot-Weiss""",52.48441849642843,13.259106207826989,Sports Club
9,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Drachenberg,52.50259438511879,13.249834009043285,Mountain
10,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Abhörstation Teufelsberg,52.49798657287756,13.240552845820885,Historic Site
11,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Kletterturm Teufelsberg,52.49972769654335,13.245145664244905,Rock Climbing Spot
12,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Tennisplatz TU Berlin,52.50055421797661,13.259158990009293,Tennis Court
13,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Hans-Rosenthal-Sportanlage,52.49567630986659,13.25979794343202,Baseball Field
14,Charlottenburg-Wilmersdorf,52.498892245710344,13.250825520847508,Verein für Körperkultur 1901,52.497420224687005,13.260982041077087,Tennis Court
15,Charlottenburg-Wilmersdorf,52.49867362296311,13.236101642326851,Teufelsberg,52.49636354874218,13.2400490918822,Mountain
16,Charlottenburg-Wilmersdorf,52.49867362296311,13.236101642326851,Postfenn,52.49892895764439,13.232581615447998,Nature Preserve
17,Charlottenburg-Wilmersdorf,52.498230883509684,13.206654456764614,"Restaurantschiff ""Alte Liebe""",52.50144676364054,13.20855975151062,Seafood Restaurant
18,Charlottenburg-Wilmersdorf,52.498230883509684,13.206654456764614,Hundestrand Pichelswerder,52.5034093139145,13.205631024545214,Dog Run
19,Charlottenburg-Wilmersdorf,52.498230883509684,13.206654456764614,H Am Postfenn,52.500726,13.209459,Bus Stop
20,Charlottenburg-Wilmersdorf,52.498230883509684,13.206654456764614,Klub Am Rupenhorn,52.5026508943106,13.213142229274785,Harbor / Marina
21,Charlottenburg-Wilmersdorf,52.498230883509684,13.206654456764614,Yachthafen Schildhorn,52.495167,13.198317,Harbor / Marina
22,Charlottenburg-Wilmersdorf,52.498006766912454,13.191931152885527,Wirtshaus Schildhorn,52.49410573764473,13.197480416043582,Beer Garden
23,Charlottenburg-Wilmersdorf,52.498006766912454,13.191931152885527,Marina Lanke,52.501977800134185,13.187044805680866,Harbor / Marina
24,Charlottenburg-Wilmersdorf,52.498006766912454,13.191931152885527,Bootstankstelle Berlin,52.5029499,13.187178700000004,Boat or Ferry
25,Charlottenburg-Wilmersdorf,52.498006766912454,13.191931152885527,Seehotel Grunewald,52.49335547427712,13.19759469373364,Hotel
26,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Wochenmarkt Karl-August-Platz,52.50865,13.311159,Farmers Market
27,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,myThais,52.50914047789232,13.30955094917794,Thai Restaurant
28,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Karun Bistro,52.507869516319076,13.308000388589877,Persian Restaurant
29,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Hugendubel,52.50865400000001,13.306302,Bookstore
30,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Restaurant Biscotti,52.50774576735334,13.311113023779724,Italian Restaurant
31,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Waffle Brothers,52.50655104765714,13.309838055798608,Pie Shop
32,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Thomas-Eck,52.50792384711569,13.309406546182101,German Restaurant
33,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Son Kitchen,52.50646241584248,13.311681855206649,Korean Restaurant
34,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Shiso Burger,52.506668145094004,13.309393129343677,Burger Joint
35,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Mezem,52.506427350606145,13.311357987051466,Mediterranean Restaurant
36,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Cantinetta,52.508895513060075,13.307011663734198,Italian Restaurant
37,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Deutsche Oper Berlin,52.51208788120579,13.308354020118713,Opera House
38,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Hema,52.508058,13.307619,Department Store
39,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Mitte Meer,52.5063678420333,13.31271074971485,Gourmet Shop
40,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Uudam,52.506382,13.309437,Vietnamese Restaurant
41,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Hamy Sophie Kinh Moi,52.51073084483932,13.305447639235856,Asian Restaurant
42,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Papaya,52.50652157079765,13.31042706804544,Thai Restaurant
43,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Bio Fein Bio,52.51120687742219,13.311980766406474,Coffee Shop
44,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Getränkevertrieb Ambrosetti,52.51061761250762,13.313370308484918,Liquor Store
45,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,dm-drogerie markt,52.50608,13.306551,Drugstore
46,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Furusato,52.5066895251598,13.313973841721664,Korean Restaurant
47,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Flying Tiger,52.50774023966672,13.306664228439331,Gift Shop
48,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Katsudo,52.50889274151768,13.307060729923535,Sushi Restaurant
49,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Goldhahn & Sampson,52.50389113594046,13.307557139405189,Gourmet Shop
50,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Pizzeria Ristorante Buongiorno,52.50681765619151,13.30595112174029,Italian Restaurant
51,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Rogacki,52.51283919402256,13.305050087951296,Gourmet Shop
52,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,SuperFit,52.50835336849924,13.305484717175956,Gym / Fitness Center
53,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,"Falafel, Schawarma & Halloumi",52.512514547044795,13.305099464337676,Falafel Restaurant
54,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Lon-Men’s Noodle House,52.50629582801855,13.31644892692566,Noodle House
55,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Pizzeria Luardi,52.50693,13.304972,Italian Restaurant
56,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Union Jack - The Whiskey Pub,52.508078423518626,13.317868494769206,Whisky Bar
57,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Nazar Market,52.510674645460384,13.305488323992634,Food & Drink Shop
58,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Saigon Today,52.504471083518254,13.307390666638227,Vietnamese Restaurant
59,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Kame,52.50385597300255,13.313506884965674,Bakery
60,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,eurogida,52.508848046046865,13.305383978955104,Grocery Store
61,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Impala Coffee,52.50479923261686,13.307089044959547,Coffee Shop
62,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Aqui España,52.50612943963958,13.31634807234809,Gourmet Shop
63,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Grand Tang,52.50806420402725,13.30419651877964,Szechuan Restaurant
64,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Laufladen Lunge,52.51166346128761,13.312929868698118,Sporting Goods Shop
65,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Café au lait - Coffee Food & Drinks,52.50674634495146,13.305781169860838,Café
66,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Fielmann,52.507687,13.306101000000002,Optical Shop
67,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Ristorante Pascarella,52.50764331530277,13.317969484758091,Italian Restaurant
68,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,BIO COMPANY,52.50471663203143,13.307283732365654,Organic Grocery
69,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Reeham Coffee,52.50866787327402,13.317926946463098,Coffee Shop
70,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,893 Ryōtei,52.505975,13.31696,Asian Restaurant
71,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,China-Restaurant Lotos House,52.51217276469756,13.31218957901001,Chinese Restaurant
72,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,La Femme,52.511521170448844,13.305503740823426,Café
73,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Decathlon,52.50960500000001,13.305668,Sporting Goods Shop
74,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Heno Heno,52.503964035304826,13.315577685864188,Japanese Restaurant
75,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Focaccino,52.505348,13.301255,Italian Restaurant
76,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,KUCHI Kant,52.5062141983648,13.318248689174652,Sushi Restaurant
77,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,LimaLima,52.50887999999999,13.318160000000036,Café
78,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Samakki Talad Thai,52.508965,13.30171,Thai Restaurant
79,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Crispy Döner,52.512,13.307591,Doner Restaurant
80,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Lindner,52.513159519507646,13.3049422249805,Gourmet Shop
81,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Der Kuchenladen,52.50605420027618,13.318311072009823,Pastry Shop
82,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Lotus,52.506851419144446,13.300907989008453,Indian Restaurant
83,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Outgrow Coffee,52.50596359438074,13.316541463136673,Coffee Shop
84,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Galander -Charlottenburg-,52.50533639025189,13.301601535488999,Cocktail Bar
85,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Leonardo Hotel Berlin,52.51279180739886,13.30476432567244,Hotel
86,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Jim Block,52.507339,13.306714,Burger Joint
87,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Aromafabrik,52.510227907185964,13.308305217707574,Hookah Bar
88,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Rosati,52.511441455389956,13.307747840881348,Italian Restaurant
89,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Ampai Thai-Imbiss,52.50679697369009,13.304181730035731,Thai Restaurant
90,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Schillertheater,52.51188758321821,13.317950038021381,Theater
91,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Chibo - Korean Chicken & Bowls,52.50691,13.303619,Korean Restaurant
92,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Tchibo,52.508160820655135,13.306293272115665,Coffee Shop
93,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Cafe Lisboa,52.50892643506776,13.307877839400101,Café
94,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Rossmann,52.5075080195041,13.306488195068198,Drugstore
95,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Madame NGO,52.506179,13.318847,Vietnamese Restaurant
96,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Ristorante San Giorgio,52.5035007424047,13.305044174194336,Italian Restaurant
97,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Zum Hecht,52.5058400051211,13.302312564801712,Pub
98,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,go asia 東 Asien Supermarkt,52.50653092057429,13.302662372589113,Grocery Store
99,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,rdo - Restaurant Deutsche Oper,52.51123055041827,13.311988254300545,German Restaurant
100,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Restaurant Fadi,52.505687640744725,13.305604548628333,Middle Eastern Restaurant
101,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Holmes Place,52.511761639754475,13.30502215954315,Gym / Fitness Center
102,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Wilhelm Hoeck 1892,52.513985,13.305006,Pub
103,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Goodmans Living,52.51213717567902,13.30504215657787,Boarding House
104,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Back-Factory,52.506360720773856,13.306801490802984,Bakery
105,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Steinofen Pizza,52.51240857946598,13.305084132506853,Pizza Place
106,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Minh-Trang,52.50687500167866,13.302334633049039,Vietnamese Restaurant
107,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,India Express,52.506881795795,13.299558232357633,Indian Restaurant
108,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Schillerklause,52.51111345053065,13.318212767959649,Gastropub
109,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Black Fox Coffee,52.509788,13.305691,Café
110,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Bat Viet,52.51236864905278,13.30495834350586,Asian Restaurant
111,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Zen House,52.506839,13.300144,Vegetarian / Vegan Restaurant
112,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Ninhao China Restaurant,52.511979114435604,13.311966386801306,Chinese Restaurant
113,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Cafe Wallenstein,52.509842674610574,13.301111334350505,Café
114,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Exclusive Coffee,52.5134088496316,13.305343609541598,Café
115,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Portofino,52.50682966171009,13.30424064461425,Italian Restaurant
116,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,REWE To Go,52.507508,13.306125,Supermarket
117,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Café Extrablatt,52.509409893522594,13.305863670126426,Café
118,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Hotel Domicil,52.5064477104584,13.30645165830805,Hotel
119,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Do Long,52.51334149348079,13.30493835561408,Vietnamese Restaurant
120,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,dm-drogerie markt,52.5087776184082,13.305237770080565,Drugstore
121,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Einstein Kaffee,52.50693104397645,13.306704671733527,Café
122,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,dm-drogerie markt,52.50965890000001,13.3060091,Drugstore
123,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Burger Zimmer,52.50683522662238,13.303651904230378,Burger Joint
124,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Café September,52.50796138356224,13.305560795439876,Café
125,Charlottenburg-Wilmersdorf,52.5087346921418,13.30937808618226,Wilmersdorfer Straße,52.50736679503357,13.3064603805542,Pedestrian Plaza
126,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Mommsenstadion,52.50100591308193,13.264532089233398,Stadium
127,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Tennishalle SCC e.V,52.499547294970725,13.262171205568896,Tennis Stadium
128,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Tennisclub SCC Berlin,52.49921218686179,13.262107075798529,Tennis Court
129,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,SCC-Hockeyanlage,52.49986034871358,13.26209956310049,Hockey Field
130,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Udos HOCKEYBAUDE,52.499835722941434,13.261733279069713,Café
131,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,AVUS-Tribüne,52.50007716512601,13.275615481584447,Historic Site
132,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Brotzeit,52.501743927078344,13.270164728164673,Sandwich Place
133,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Pizzeria,52.502207931746,13.269689606811365,Pizza Place
134,Charlottenburg-Wilmersdorf,52.49910903706596,13.265549587752647,Tebe - uffm Platz,52.49574931507343,13.259996094820972,Soccer Field
135,Charlottenburg-Wilmersdorf,52.525850180039214,13.249754503671912,Lidl,52.52644391860958,13.24173867702484,Supermarket
136,Charlottenburg-Wilmersdorf,52.525850180039214,13.249754503671912,Mischau - Fleischwarenfabrik Berlin,52.5277933471515,13.243272285879133,Butcher
137,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,ALDI NORD,52.523625823819415,13.280156973692991,Supermarket
138,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Cinegate Film+Fotostudio,52.52418522020962,13.283794581918265,Film Studio
139,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Dassbach Küchen Werksverkauf,52.524459552571706,13.284852504730225,Furniture / Home Store
140,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Sportanlage Spandauer Damm,52.52512595596229,13.272908879035127,Stadium
141,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,MyPlace - SelfStorage,52.521992025025575,13.280260562896727,Storage Facility
142,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Sportanlage Westend,52.52385104239659,13.272849788480425,Soccer Field
143,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Getränke Hoffmann,52.52282179186715,13.285028457672071,Food & Drink Shop
144,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Cafeteria,52.5208899704913,13.27685879141047,Cafeteria
145,Charlottenburg-Wilmersdorf,52.526282349536935,13.279220833582215,Powerhouse Berlin,52.52206833505794,13.285359435695504,Gym / Fitness Center
146,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Schlossgarten Charlottenburg,52.52499,13.293499,Park
147,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Schloss Charlottenburg,52.52089530162469,13.29566717147827,Palace
148,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Ristorante Dante,52.526276395117634,13.297480051671991,Italian Restaurant
149,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Belvedere,52.52756734529346,13.295474551659012,Museum
150,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Mausoleum der Königin Luise,52.52409065415839,13.291835879350655,Cemetery
151,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Vincent-Burger,52.524436,13.301269,Burger Joint
152,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Mr. Wang,52.524106194642926,13.301163361015256,Asian Restaurant
153,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Musik Z Cafe,52.5245963989421,13.302840483744465,Bar
154,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Große Orangerie am Schloss Charlottenburg,52.52049078842058,13.293383702937605,Event Space
155,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Zafirah Lounge,52.52612897176138,13.303743302822113,Hookah Bar
156,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Coffeemeer,52.52503328882538,13.303625971170895,Coffee Shop
157,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,EDEKA,52.52577369462599,13.301872759717964,Supermarket
158,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,da Capo,52.522811118851436,13.300139365460133,Italian Restaurant
159,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Café La Mouche,52.52131487180928,13.299804886716798,Café
160,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Spielplatz am Schloss Charlottenburg,52.528042796946075,13.293230337091739,Playground
161,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Karpfenteich,52.52522981056062,13.29493761062622,Lake
162,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Reederei Wolff (RRW) - Schiffahrt Berlin,52.52719759785016,13.2969258775539,Boat or Ferry
163,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,H Tegeler Weg / S Jungfernheide,52.530291378847494,13.29635523235054,Bus Stop
164,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Spreekrone Reederei Bruno Winkler,52.52445690323575,13.300355932382553,Boat or Ferry
165,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Schlosspark Hotel,52.52247448259557,13.28991886425901,Hotel
166,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,H Schlossbrücke,52.52276745228124,13.300083189732089,Bus Stop
167,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Gleis 5/6 (S-Bahn),52.530395474747884,13.299930088723116,Platform
168,Charlottenburg-Wilmersdorf,52.526495684407216,13.293954277749267,Gleis 3/4,52.53043952705858,13.30002650161874,Platform
169,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Café Friedrichs,52.52486589999999,13.3042568,Café
170,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Lasergame Berlin - Hauptquartier,52.524097463922736,13.307422309473955,Laser Tag
171,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Viet Hoang,52.525666,13.309212,Vietnamese Restaurant
172,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Hüco Stoffe,52.52845924653324,13.306524413804256,Fabric Shop
173,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,REWE,52.523485793579376,13.306713835883555,Supermarket
174,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Timeless,52.52570773585907,13.31176270209358,Mexican Restaurant
175,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Caprivi,52.52086310226402,13.3070714373998,Beer Garden
176,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Phan Gia,52.52553171048029,13.30607653293775,Asian Restaurant
177,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Wein & Vinos,52.53124508341322,13.315170442828464,Wine Shop
178,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Lidl,52.52783429999999,13.3075584,Supermarket
179,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Fressnapf,52.5235576,13.309323499999998,Pet Store
180,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Österreich Park,52.52179857110962,13.30451087523427,Park
181,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Sporthalle Charlottenburg,52.523570878468895,13.3054552830595,Gym
182,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,H U Mierendorffplatz,52.5262200716575,13.305421994872185,Bus Stop
183,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Mierendorffplatz,52.52607838423332,13.305162191390991,Plaza
184,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Bäckerei Banach,52.52579648136025,13.312575893628942,Bakery
185,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,GOLD INN Alfa,52.52906187045922,13.317359852624366,Hotel
186,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Pizza Villa,52.52649245458419,13.304216760330307,Pizza Place
187,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,ALDI NORD,52.52811489416172,13.317741751670836,Supermarket
188,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Goslarer Platz,52.524211739255286,13.314929491324024,Park
189,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,U Jungfernheide,52.530621238293826,13.300752639770508,Metro Station
190,Charlottenburg-Wilmersdorf,52.52670718595493,13.308687905944087,Aparotel Hotel Berlin,52.52614638399761,13.300893916484911,Hotel
191,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,A Telha,52.49052,13.325013,Seafood Restaurant
192,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Witwe Bolte,52.4925,13.323716,German Restaurant
193,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Samrat,52.49112966356372,13.325864431952068,Indian Restaurant
194,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Happiness-Heart CAFE,52.49130580181417,13.32493007871986,Coffee Shop
195,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Nea Knosso,52.49125385811634,13.327261023157485,Greek Restaurant
196,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,BioBackHaus,52.4909189626829,13.326505487682152,Bakery
197,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Spielvogel,52.49359722077878,13.323959112167358,Toy / Game Store
198,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Paracas,52.491891,13.321121,Latin American Restaurant
199,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Tian Fu,52.494873,13.324235,Szechuan Restaurant
200,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Bahadur,52.48779080041393,13.319594974738456,Indian Restaurant
201,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Restaurant  Zum Hax'nwirt,52.491524349693634,13.317789540479223,German Restaurant
202,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Shaniu's House of Noodles,52.496075,13.327859,Noodle House
203,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,ADAC Geschäftsstelle,52.49126,13.33041,Miscellaneous Shop
204,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Badenscher Hof,52.48638842419361,13.32775270543339,Jazz Club
205,Charlottenburg-Wilmersdorf,52.49097153471681,13.324789343465545,Chuchichäschtli,52.49098258260592,13.32471586220561,Gourmet Shop
